Claimant Gender,Claimant Age,Claim Amount
Male,18,3223.91
Male,29,11444.87
Female,42,6601.8
Female,53,12403.74
Male,60,18808.85
Male,58,19229.09
Female,31,7373.27
Male,44,500.0
Male,72,7472.57
Male,53,14303.12
Male,56,16069.5
Male,20,15095.18
Male,51,7282.62
Other,42,11112.82
Male,41,500.0
Female,36,17192.16
Female,35,6998.75
Female,32,3917.31
Female,32,7914.32
Male,40,2880.3
Other,44,575.79
Male,21,500.0
Female,44,500.0
Male,50,6249.31
Female,54,8595.16
Male,51,7223.84
Female,43,19785.87
Female,45,12041.05
Female,40,6944.7
Male,30,11990.75
Female,37,2742.71
Female,31,4941.18
Female,51,24793.05
Female,49,14048.4
Other,54,5230.68
Male,37,500.0
Male,38,6952.4
Female,39,14647.63
Other,64,13659.88
Other,46,4567.24
Other,18,5318.84
Female,23,8852.32
Female,18,4344.92
Male,47,6057.95
Male,58,4999.29
Female,54,11132.38
Female,29,9321.78
Female,48,14108.55
Male,57,13557.67
Male,46,11168.8
Male,42,9688.41
Female,18,5691.71
Female,50,2213.71
Male,27,11992.67
Other,49,7704.21
Female,30,1746.93
Male,54,16093.66
Female,39,2970.65
Female,27,12215.02
Other,39,14735.92
Female,44,12826.44
Male,37,2605.1
Male,38,5654.89
Male,27,500.0
Female,44,9227.81
Male,27,10229.58
Other,44,6235.03
Female,18,10762.62
Female,20,11988.66
Male,21,3779.03
Female,47,3061.84
Male,57,7595.52
Other,18,2060.42
Male,29,7392.76
Female,52,9659.06
Female,18,500.0
Male,22,2553.76
Male,47,4696.54
Male,18,1932.42
Male,27,9518.85
Male,24,2406.32
Female,38,11841.26
Other,45,2676.75
Female,18,1822.52
Other,46,9116.67
Male,30,3145.69
Other,48,3263.56
Male,34,12893.18
Female,42,500.0
Female,33,6853.86
Female,34,14658.22
Male,57,15202.31
Female,42,17074.58
Male,32,14031.82
Female,54,5506.09
Female,60,6447.39
Other,28,1979.05
Female,30,500.0
Male,51,1200.81
Male,36,4692.25
Female,27,6353.51
Male,60,5798.92
Male,42,500.0
Female,55,14463.42
Male,38,7537.27
Female,49,11872.18
Female,24,1327.77
Female,45,500.0
Male,31,500.0
Male,47,14678.81
Male,35,500.0
Female,38,500.0
Other,27,500.0
Male,36,17287.81
Male,27,10105.07
Female,63,4289.28
Other,40,7982.59
Female,56,500.0
Female,35,7490.7
Female,67,16219.1
Male,56,12649.88
Male,40,761.38
Male,38,7936.18
Female,69,23100.68
Other,31,7117.14
Female,30,11246.02
Other,31,10959.88
Female,39,5530.4
Female,49,2503.85
Female,52,20437.28
Male,35,6154.74
Male,41,6318.06
Female,43,9743.97
Female,52,12931.41
Female,50,10532.29
Female,39,13623.59
Female,43,6499.21
Female,37,500.0
Other,44,1454.88
Other,32,8279.81
Other,25,500.0
Other,57,11087.13
Female,53,16020.19
Female,41,5900.9
Female,37,500.0
Female,26,5353.53
Other,66,11280.18
Female,38,4174.9
Female,48,3148.56
Male,30,7391.57
Female,44,11139.92
Male,21,5236.62
Female,31,10171.27
Female,27,3345.49
Male,62,7401.58
Female,18,6834.22
Female,38,500.0
Female,23,500.0
Female,50,6650.61
Female,38,3196.95
Female,43,3388.65
Male,27,7273.09
Male,42,11775.48
Female,31,500.0
Male,38,1586.66
Female,28,4213.22
Female,44,4250.81
Female,40,500.0
Female,19,7130.85
Male,38,7982.41
Other,68,10637.25
Female,45,7950.44
Female,36,14603.9
Male,26,8441.59
Female,29,3146.12
Female,39,8895.44
Male,33,8530.57
Male,41,10276.49
Male,23,7904.44
Other,39,14511.93
Male,37,11789.18
Female,42,12024.19
Female,38,500.0
Female,34,500.0
Male,56,13422.44
Other,44,9384.68
Female,48,9069.64
Female,33,8683.45
Male,27,9763.6
Other,31,500.0
Male,41,18550.68
Male,54,13215.45
Female,34,17542.7
Female,47,7506.0
Male,41,15918.37
Male,54,17582.68
Male,32,11320.42
Female,59,11231.12
Male,18,7284.9
Female,43,9514.96
Male,50,9295.78
Male,31,4998.4
Female,33,500.0
Male,36,676.52
Other,54,13114.88
Male,44,8136.24
Male,55,1839.18
Male,42,6080.11
Male,40,7728.17
Male,27,6720.9
Male,18,9918.56
Male,43,4468.01
Female,39,4053.44
Female,27,2284.24
Female,34,7867.52
Male,27,500.0
Female,37,2626.4
Female,38,2129.5
Female,31,12240.9
Female,56,28938.86
Other,30,9791.4
Female,21,12007.69
Male,47,9004.24
Female,26,10687.3
Female,51,19176.6
Female,23,520.01
Female,47,4967.25
Male,45,8348.07
Female,35,13065.82
Other,54,9120.28
Other,34,3386.49
Male,49,4089.0
Male,21,4429.07
Other,55,11786.34
Male,39,11757.72
Male,53,7657.13
Female,32,790.34
Male,44,4228.31
Other,48,6748.3
Female,46,16418.03
Other,35,500.0
Female,18,2320.43
Female,18,2711.67
Male,40,6281.63
Female,40,3289.57
Female,26,500.0
Female,70,12411.52
Male,46,500.0
Female,47,3147.62
Male,33,1052.53
Male,31,14963.71
Other,25,6954.1
Male,33,500.0
Male,32,8489.88
Male,34,4841.47
Female,36,1535.76
Male,32,6367.31
Other,27,6427.97
Female,33,4285.74
Female,62,5825.41
Female,37,11575.86
Female,44,18627.98
Male,52,10001.25
Male,72,15059.69
Male,45,2531.71
Female,53,10507.58
Other,47,6356.22
Male,27,6043.82
Female,52,7650.62
Male,48,500.0
Female,46,10708.37
Female,53,500.0
Male,33,3968.17
Female,62,5988.36
Female,57,11654.14
Female,39,9833.61
Male,24,6948.29
Other,32,9500.23
Male,45,13949.14
Female,49,8300.25
Female,46,5025.28
Female,47,500.0
Female,32,10647.72
Female,29,500.0
Female,43,9770.76
Other,42,2701.77
Male,55,16453.98
Male,52,7124.91
Female,41,4011.3
Female,23,8146.01
Male,44,9153.58
Female,29,9306.26
Female,48,4395.06
Male,44,1745.85
Male,72,16747.09
Male,58,10620.58
Female,36,21128.66
Female,35,2943.27
Male,57,5576.64
Male,34,1123.7
Other,41,6998.94
Female,31,19268.73
Male,33,7326.71
Other,51,7329.93
Male,33,2627.89
Female,46,13390.02
Male,39,2599.43
Male,36,2933.99
Female,40,4877.5
Male,60,9190.32
Female,43,6443.71
Male,46,1670.22
Other,31,2454.91
Female,35,1714.72
Female,47,4528.33
Male,43,10944.77
Male,50,4276.56
Female,30,500.0
Female,35,10313.55
Female,29,8985.77
Female,31,500.0
Male,42,5206.88
Male,50,11458.15
Male,39,2286.71
Female,31,12093.45
Female,56,13021.15
Male,50,8442.24
Male,49,5241.44
Male,24,500.0
Male,48,9894.41
Female,44,1860.43
Female,58,2997.43
Male,18,3589.85
Female,38,10932.37
Female,31,3679.1
Male,50,500.0
Female,36,8882.58
Female,49,10107.84
Female,42,10466.68
Male,73,4303.09
Female,27,9897.35
Female,33,5419.49
Male,26,7199.79
Male,45,7723.14
Female,46,6998.15
Male,28,500.0
Female,61,11753.28
Male,48,4843.0
Male,70,16780.95
Male,35,6914.17
Male,44,1039.33
Female,29,500.0
Male,29,11036.29
Male,33,500.0
Female,31,500.0
Other,27,500.0
Female,47,10783.34
Female,21,13904.96
Female,39,11346.98
Male,54,11031.69
Male,27,5126.01
Female,18,2236.4
Female,66,17468.25
Male,49,14860.42
Female,43,976.97
Male,36,5000.86
Male,42,18107.63
Male,33,6708.98
Male,45,13424.82
Male,42,8817.37
Female,36,4567.68
Female,53,7565.52
Male,39,11711.25
Male,18,500.0
Male,49,6040.19
Female,43,13699.78
Female,29,500.0
Female,25,3577.09
Male,49,3076.03
Female,37,6915.77
Male,41,7000.97
Female,34,2555.31
Male,23,7111.04
Male,42,6443.17
Female,48,8051.73
Female,42,10387.54
Male,32,500.0
Other,36,3918.66
Male,22,2836.94
Female,47,5510.81
Female,30,8580.76
Female,56,12007.24
Male,53,15440.63
Male,35,3373.84
Male,26,5115.0
Male,22,1979.41
Female,41,500.0
Male,38,5569.24
Female,32,6242.08
Female,70,15469.51
Male,43,8905.12
Female,49,17420.23
Female,18,14675.98
Male,71,14753.05
Female,55,7331.09
Female,46,12633.25
Male,34,500.0
Female,18,7577.7
Other,42,4552.85
Male,32,500.0
Female,23,13210.63
Male,44,1955.31
Male,40,16023.75
Female,59,13743.63
Other,44,5906.46
Female,26,500.0
Female,24,17288.46
Other,56,15206.87
Female,45,5533.94
Female,45,7835.7
Female,29,12463.51
Other,48,2111.63
Male,54,2004.19
Male,37,5348.3
Other,26,500.0
Other,41,6532.63
Male,26,500.0
Male,37,4062.23
Female,44,3628.44
Female,54,6057.45
Female,37,17369.5
Female,50,1929.78
Female,48,19791.29
Female,57,5334.51
Female,66,13593.59
Male,52,7109.67
Female,51,14389.61
Female,22,500.0
Female,44,11630.84
Male,46,8837.43
Female,33,5159.01
Male,47,4680.0
Female,46,19469.44
Female,29,6528.21
Female,33,4499.33
Male,47,5465.16
Male,57,12800.0
Female,18,7283.92
Female,33,9318.25
Female,31,4657.01
Male,30,3264.52
Male,63,4124.21
Other,45,4760.82
Male,52,8325.8
Male,46,7738.08
Male,47,9374.61
Male,31,500.0
Female,43,12222.85
Male,30,8378.69
Male,41,16131.85
Female,41,9763.44
Female,54,500.0
Male,37,3257.28
Female,47,6756.79
Male,38,2168.36
Male,35,8803.8
Male,22,2357.47
Other,39,6686.51
Other,43,9181.81
Female,61,7307.98
Female,30,3924.66
Male,36,3785.63
Female,31,10324.0
Male,27,5004.93
Female,24,4167.23
Other,47,3854.79
Male,21,6055.37
Male,36,500.0
Other,22,1388.16
Female,29,500.0
Male,41,500.0
Male,40,8272.62
Female,32,13151.2
Other,27,4160.43
Male,59,4726.26
Male,60,5110.17
Female,18,9464.53
Female,35,2774.8
Female,38,7514.23
Female,19,4926.89
Male,67,3083.14
Female,64,15443.22
Female,39,4004.63
Female,35,5838.96
Other,44,9872.22
Female,51,2779.66
Female,46,500.0
Other,37,4563.35
Other,47,9002.41
Female,38,6603.62
Male,53,11144.56
Female,34,4164.2
Other,49,8367.85
Female,18,1716.27
Female,47,13756.3
Female,39,11153.15
Female,41,7157.32
Female,62,4693.56
Other,51,13906.31
Female,41,1465.46
Male,32,500.0
Male,46,500.0
Female,27,1758.4
Male,47,11843.51
Male,48,2407.88
Female,46,12843.32
Male,54,4614.89
Male,49,500.0
Male,36,2263.55
Female,29,12170.6
Female,56,12797.59
Male,44,5239.51
Other,49,9130.87
Female,38,2203.17
Female,57,8993.35
Female,18,8706.51
Other,50,7933.63
Female,48,8607.91
Other,49,2334.38
Female,35,500.0
Female,34,9031.61
Other,46,3196.42
Female,49,16373.45
Male,34,3109.97
Female,37,5006.98
Female,60,4121.87
Male,21,1896.18
Male,18,4826.99
Female,43,15210.73
Male,32,3747.85
Female,53,7270.04
Male,32,634.52
Male,48,3944.55
Female,42,6584.42
Male,47,12575.36
Male,33,3371.15
Male,40,10786.6
Female,24,500.0
Female,48,9685.43
Male,45,11200.37
Female,36,12108.35
Male,30,4186.6
Male,18,500.0
Male,20,500.0
Male,42,7983.0
Male,41,9009.88
Male,49,9075.17
Male,40,9722.06
Female,42,1178.06
Female,18,2847.61
Male,43,1258.14
Male,37,11552.35
Male,51,500.0
Female,34,1049.82
Male,22,8193.46
Female,33,13230.87
Other,41,9677.07
Female,48,10548.65
Male,45,500.0
Female,44,2319.01
Male,51,15821.0
Female,33,3233.31
Female,49,8600.66
Female,48,13203.51
Female,24,500.0
Female,35,500.0
Male,25,13120.24
Female,52,2601.2
Male,34,10079.07
Female,43,12123.7
Male,29,850.68
Female,43,6781.86
Male,50,4642.33
Male,26,500.0
Male,24,2093.79
Other,52,1022.25
Male,38,8727.89
Male,54,8690.63
Male,41,6980.1
Other,59,10599.32
Other,61,9897.34
Other,50,10908.8
Female,58,3029.06
Other,25,2738.94
Male,40,1924.21
Other,41,11303.71
Male,58,14866.09
Male,28,500.0
Female,25,16119.71
Other,43,7968.02
Male,46,13360.38
Other,30,9074.79
Female,59,7459.47
Male,54,6139.05
Other,30,500.0
Female,24,10483.26
Female,48,500.0
Male,30,2479.83
Female,53,10172.01
Female,36,6338.9
Male,57,11635.55
Female,42,5539.85
Female,53,500.0
Female,42,13084.76
Male,41,1353.19
Male,22,3767.8
Male,28,500.0
Male,42,8640.24
Male,40,3825.03
Female,58,6335.33
Other,34,10290.6
Male,18,3874.75
Female,54,5696.2
Female,62,13591.5
Male,38,13706.42
Female,57,1017.36
Female,60,19152.18
Female,51,8304.02
Male,46,6215.11
Female,18,7619.25
Male,45,14305.95
Male,18,9697.85
Male,35,5302.17
Other,58,6601.32
Female,37,927.04
Male,51,11323.09
Female,38,500.0
Female,36,3690.03
Female,35,5115.83
Female,38,7722.66
Female,48,3168.23
Male,24,500.0
Female,29,12991.93
Other,26,8621.88
Male,28,4802.72
Male,41,6917.24
Female,19,500.0
Male,37,2632.71
Male,52,3467.97
Male,37,6829.44
Female,42,9694.33
Male,18,11025.25
Male,40,7695.19
Female,54,7719.02
Female,28,500.0
Male,23,5239.34
Male,55,15978.48
Female,59,13207.63
Male,42,9657.86
Female,37,9700.64
Female,18,6067.46
Female,31,500.0
Female,50,8041.33
Female,55,8871.71
Female,58,22868.05
Male,47,7873.19
Female,63,8293.47
Male,24,9203.11
Male,49,16483.36
Male,48,4051.93
Female,45,8193.82
Female,46,5783.24
Female,61,3232.96
Male,18,1062.59
Female,41,17442.58
Female,47,10085.7
Female,18,3294.66
Male,39,4425.99
Male,47,3579.48
Female,54,10371.85
Female,46,6680.64
Female,38,8670.79
Female,47,19705.28
Female,30,7547.27
Male,18,695.79
Male,39,20298.33
Female,54,11331.56
Male,54,7183.81
Male,30,14905.74
Male,39,12833.65
Male,32,500.0
Male,31,11431.62
Female,42,11938.82
Male,18,1096.54
Female,36,13092.86
Male,54,10041.24
Male,48,10765.1
Female,46,8045.12
Female,42,10946.35
Male,31,9908.78
Male,49,6005.01
Female,39,4681.98
Female,30,8121.24
Male,43,6665.55
Female,51,18940.74
Female,20,7609.56
Female,37,11564.08
Male,49,9809.37
Female,53,7218.97
Female,27,500.0
Male,39,7619.57
Female,54,13060.62
Male,27,1963.5
Male,40,500.0
Female,31,500.0
Other,29,11731.17
Female,18,2727.05
Female,59,8725.63
Male,52,2802.05
Other,41,2712.04
Other,19,3516.87
Male,56,6222.97
Female,30,14675.9
Female,36,3309.0
Male,48,13929.22
Male,31,9622.24
Female,18,500.0
Male,29,500.0
Male,24,500.0
Female,26,9382.72
Female,29,12014.92
Male,62,7323.73
Female,50,5007.49
Female,41,8004.28
Male,40,6776.51
Female,44,9703.93
Female,23,2821.86
Male,47,8812.48
Female,36,500.0
Female,18,11503.8
Male,44,17681.79
Female,44,9016.39
Male,31,6985.77
Female,18,5230.9
Female,71,5724.44
Male,20,4389.39
Male,47,5438.17
Female,25,3166.69
Female,54,11361.32
Other,45,3058.79
Female,30,7728.14
Male,43,7015.46
Female,28,7023.92
Male,18,2195.68
Male,25,13237.33
Male,50,7019.17
Male,26,500.0
Female,33,500.0
Female,31,12424.98
Female,34,13302.32
Female,30,500.0
Male,48,7857.69
Female,41,8367.32
Female,49,7270.4
Male,28,3108.09
Male,42,500.0
Female,25,500.0
Male,40,8744.9
Female,41,13944.75
Male,37,500.0
Female,32,5952.38
Male,46,9525.85
Male,42,6405.84
Male,47,3224.25
Male,37,500.0
Female,43,11514.28
Male,25,6574.42
Female,50,13607.17
Male,36,13951.18
Male,29,4080.72
Female,21,10502.62
Female,51,15592.36
Male,41,813.58
Female,47,12450.0
Male,29,500.0
Female,18,13199.05
Female,43,5856.6
Female,38,12788.45
Other,61,2509.86
Female,22,3155.19
Male,39,4790.64
Male,28,5413.79
Male,27,500.0
Female,48,7067.29
Female,57,17251.66
Female,36,1632.02
Other,18,5424.45
Female,34,5654.81
Male,31,11761.99
Male,45,6262.66
Male,48,6750.94
Female,22,4317.31
Male,31,9614.01
Male,42,11028.43
Female,31,2542.74
Female,30,500.0
Female,33,500.0
Female,29,500.0
Male,26,7351.89
Male,46,14043.46
Female,49,500.0
Male,23,1016.69
Female,38,10528.68
Male,30,8715.59
Female,23,12120.48
Male,57,6675.69
Female,29,7128.09
Female,45,2267.02
Female,59,9191.56
Female,44,3616.14
Female,49,7351.4
Male,50,14658.03
Male,49,9262.38
Female,45,1354.05
Male,45,4135.12
Female,47,12073.11
Female,47,11319.02
Male,40,15398.53
Female,22,2018.1
Female,36,12269.87
Female,51,3919.69
Female,54,500.0
Male,38,16042.25
Male,60,16745.12
Male,27,500.0
Male,26,6740.3
Female,66,14153.9
Female,48,4587.92
Female,41,12071.67
Other,20,500.0
Other,52,500.0
Male,41,5852.3
Other,37,10087.16
Female,56,6726.45
Male,36,1500.26
Female,31,500.0
Female,39,7826.0
Male,35,11137.91
Female,49,2771.8
Female,35,1955.74
Female,37,13516.6
Female,51,9051.96
Female,53,4225.7
Male,67,18354.47
Female,56,19327.01
Male,26,7643.77
Female,46,2393.94
Other,41,13578.16
Male,31,1528.1
Female,38,11854.08
Female,33,9931.48
Other,52,11516.99
Other,26,7998.21
Female,47,3885.71
Female,36,3764.4
Other,20,7767.96
Male,43,10427.57
Male,24,4383.99
Female,42,10731.49
Male,62,5582.21
Female,45,7156.62
Female,18,8570.42
Female,49,15488.49
Female,33,2235.25
Female,49,7985.86
Male,34,5782.16
Male,36,19961.69
Female,46,11625.94
Female,55,7698.33
Female,23,5483.86
Male,22,1749.89
Other,47,500.0
Male,42,8035.5
Male,18,7768.86
Female,19,8735.69
Female,25,500.0
Female,31,5567.43
Female,68,24211.81
Male,43,3348.79
Male,39,11359.74
Female,26,8710.64
Male,38,9950.99
Female,54,5338.38
Other,55,7655.14
Male,56,9948.31
Female,26,12587.35
Female,49,500.0
Female,32,12543.68
Female,37,8244.0
Female,48,1996.55
Male,54,11544.98
Male,32,4047.05
Female,50,11650.08
Female,54,9524.24
Female,30,18880.35
Female,39,10467.07
Female,28,500.0
Female,18,826.28
Male,26,3780.74
Female,54,8096.47
Male,35,2078.67
Male,38,4427.75
Male,32,6685.32
Male,18,12815.54
Female,42,7738.48
Female,52,6947.15
Male,37,500.0
Male,32,500.0
Female,56,5368.83
Male,45,11100.29
Other,30,4359.83
Male,43,10129.64
Male,36,5873.83
Male,43,10255.85
Female,42,6124.98
Female,61,11850.44
Female,18,7345.74
Female,18,4539.29
Female,51,15409.49
Other,35,13373.96
Female,32,10819.32
Female,25,8972.73
Male,39,10972.48
Male,45,7903.84
Female,28,930.55
Female,34,6895.27
Male,38,1869.43
Male,59,6337.52
Other,19,7472.91
Female,43,500.0
Male,31,15825.64
Female,35,5517.3
Male,28,15999.2
Female,41,11211.94
Other,45,7579.26
Female,36,13261.02
Male,37,3856.54
Male,27,500.0
Female,43,500.0
Male,27,500.0
Other,50,7363.78
Female,40,8783.33
Male,45,6415.76
Male,54,13289.18
Female,49,500.0
Female,44,4516.02
Male,34,973.66
Female,51,8773.53
Male,37,8717.84
Male,40,8657.77
Female,48,3663.01
Other,52,9358.69
Other,52,4364.47
Male,32,500.0
Male,57,10634.07
Female,44,16012.81
Female,45,3423.61
Male,38,9510.56
Female,55,18105.87
Male,26,500.0
Male,31,1873.39
Female,31,500.0
Other,32,3119.06
Male,32,9128.23
Female,18,9672.75
Male,37,2139.46
Female,30,928.98
Other,47,2568.69
Other,37,8677.02
Male,38,5267.82
Male,48,8296.55
Female,46,500.0
Other,28,1405.52
Other,33,3278.55
Male,44,7106.7
Male,47,17005.98
Male,35,10727.32
Male,24,7815.8
Male,53,14145.88
Female,44,6370.78
Male,42,4587.94
Male,44,7025.62
Male,25,500.0
Male,59,4051.11
Female,42,10517.26
Female,54,11889.4
Male,26,2937.34
Female,43,9807.76
Female,33,1933.22
Other,60,500.0
Male,49,9678.13
Other,37,2680.37
Male,59,15301.33
Female,47,7644.96
Male,28,9883.87
Female,56,8603.04
Female,35,4573.79
Male,47,16088.04
Female,34,6708.07
Male,35,10423.04
Male,37,5447.52
Male,29,11855.48
Male,47,8359.33
Male,30,500.0
Female,32,12376.39
Male,53,500.0
Female,43,16297.2
Female,45,1325.71
Female,42,12942.27
Other,64,5244.87
Female,25,500.0
Female,37,5180.38
Female,42,10581.15
Female,48,12936.86
Female,37,6044.06
Male,40,1867.75
Other,21,2808.6
Female,35,500.0
Female,41,13618.42
Male,60,5500.97
Male,43,9890.77
Female,34,4830.98
Female,40,500.0
Male,35,14196.34
Other,53,6272.77
Male,48,17523.35
Female,32,2661.96
Female,54,9099.11
Female,45,500.0
Female,30,500.0
Female,23,500.0
Female,39,528.49
Female,44,7888.82
Other,24,500.0
Male,34,8965.57
Other,55,10885.19
Other,56,9967.66
Female,21,500.0
Female,37,500.0
Male,25,500.0
Female,43,17268.3
Other,48,5511.9
Male,40,500.0
Male,34,8759.86
Female,36,500.0
Female,20,6297.45
Other,29,1722.72
Male,44,13407.29
Male,32,14467.25
Female,51,15295.63
Female,63,7399.24
Female,22,500.0
Female,39,2842.87
Male,49,3301.52
Female,59,12808.03
Other,52,8431.97
Female,39,500.0
Female,31,3499.86
Female,18,8546.75
Female,31,500.0
Female,35,16503.38
Male,63,5435.5
Female,41,8089.6
Female,28,11545.19
Female,38,6080.67
Male,42,7591.43
Male,18,500.0
Female,24,13413.68
Female,58,10229.86
Female,40,4452.13
Male,40,10100.65
Male,43,11086.26
Female,72,11180.9
Male,35,2662.26
Female,51,8863.36
Male,44,12303.74
Female,52,4528.44
Male,45,13357.14
Female,32,500.0
Female,34,8561.82
Male,39,500.0
Other,33,9565.83
Male,43,7617.47
Female,18,2488.75
Other,49,3631.43
Other,28,11000.16
Female,39,6586.96
Male,32,8619.96
Female,36,9218.77
Male,31,12132.04
Male,20,724.72
Male,44,7661.06
Male,38,5908.51
Male,26,500.0
Other,36,3824.64
Male,70,8169.2
Male,30,500.0
Female,18,5635.92
Male,43,18697.98
Female,50,3708.65
Female,58,11384.82
Male,40,11156.04
Male,63,9068.19
Female,33,500.0
Female,18,500.0
Male,42,10853.9
Male,36,5269.25
Female,46,6103.92
Male,39,8626.34
Female,42,13561.86
Male,54,3230.53
Female,60,16093.26
Other,38,8948.73
Other,50,7508.87
Other,30,1937.38
Male,36,4772.94
Other,18,10465.0
Male,48,500.0
Male,44,10681.88
Male,46,3179.34
Male,39,3747.9
Male,53,6590.53
Female,59,500.0
Male,19,6423.65
Male,43,6797.42
Female,48,18822.61
Male,34,500.0
Other,20,3155.81
Male,67,4694.84
Male,36,1712.85
Male,37,5019.5
Male,43,10609.28
Female,38,8485.97
Female,36,10873.31
Male,42,4524.66
Male,30,2720.65
Male,26,500.0
Female,49,6584.27
Other,39,6117.42
Male,42,8419.55
Male,39,12118.11
Female,54,7953.77
Female,20,1136.56
Female,49,8625.0
Male,30,500.0
Other,58,10021.88
Female,40,12705.95
Female,35,1493.74
Male,26,500.0
Male,20,3129.85
Male,43,5757.22
Male,43,10994.38
Male,27,11479.17
Male,25,8020.14
Male,47,2864.33
Male,50,10626.65
Male,36,7885.62
Female,33,11334.72
Female,53,3021.79
Female,37,4062.77
Other,70,11651.63
Male,43,10438.18
Female,35,13183.47
Female,37,7464.52
Other,46,18123.29
Female,38,12029.29
Male,39,4657.55
Female,48,14781.25
Male,27,500.0
Male,36,4984.21
Female,33,8105.67
Female,68,19651.06
Male,46,4770.27
Male,45,8225.76
Female,48,7216.36
Male,36,12008.85
Female,39,11228.88
Female,61,6225.73
Female,45,9407.44
Male,34,8609.72
Other,28,500.0
Male,55,500.0
Other,31,2312.34
Female,44,6693.43
Male,32,1327.0
Male,41,4166.95
Male,40,14521.28
Female,18,11566.05
Male,57,11669.58
Male,48,2291.62
Female,34,624.21
Female,38,4450.1
Male,53,13929.64
Male,62,10103.8
Female,36,2181.97
Male,42,10692.66
Female,29,9828.2
Female,41,4636.36
Female,18,5574.45
Female,49,3402.04
Male,43,8215.74
Female,47,500.0
Male,45,5223.18
Male,46,10916.07
Female,47,9639.26
Male,47,1128.7
Male,23,11828.31
Female,18,6156.54
Male,46,14901.53
Female,57,3122.83
Male,37,5424.98
Male,35,5550.4
Female,31,11998.97
Female,54,5051.94
Male,46,13808.81
Female,31,5188.41
Female,44,7018.58
Female,49,3279.61
Male,24,500.0
Male,45,11744.42
Male,26,578.59
Other,42,9318.8
Female,36,8712.66
Female,55,5361.94
Female,21,6538.15
Male,41,500.0
Male,53,8513.29
Female,40,6017.26
